counts,AZ_bottom V,AZ_top V,AY V,AX V,cooling PD V
203.0,0.94,-3.03,0.15,0.025,0.04150390625
183.0,0.94,-3.03,0.15,-0.021249999999999998,0.037841796875
172.0,0.94,-3.03,0.15,-0.0675,0.04150390625
166.0,0.94,-3.03,0.15,-0.11375000000000002,0.0421142578125
183.0,0.94,-3.03,0.15,-0.16,0.04119873046875
179.0,0.94,-3.03,0.15,-0.20625000000000002,0.0396728515625
168.0,0.94,-3.03,0.15,-0.2525,0.04150390625
177.0,0.94,-3.03,0.15,-0.29875,0.0408935546875
190.0,0.94,-3.03,0.15,-0.345,0.037841796875
195.0,0.94,-3.03,0.15,-0.39125000000000004,0.04119873046875
173.0,0.94,-3.03,0.15,-0.4375,0.04180908203125
166.0,0.94,-3.03,0.15,-0.48375,0.040283203125
152.0,0.94,-3.03,0.15,-0.53,0.04058837890625
177.0,0.94,-3.03,0.15,-0.57625,0.04302978515625
179.0,0.94,-3.03,0.15,-0.6225,0.0396728515625
183.0,0.94,-3.03,0.15,-0.66875,0.03631591796875
213.0,0.94,-3.03,0.15,-0.715,0.04058837890625
178.0,0.94,-3.03,0.15,-0.7612500000000001,0.04058837890625
191.0,0.94,-3.03,0.15,-0.8075000000000001,0.03997802734375
216.0,0.94,-3.03,0.15,-0.8537499999999999,0.040283203125
175.0,0.94,-3.03,0.1025,0.025,0.042724609375
187.0,0.94,-3.03,0.1025,-0.021249999999999998,0.03997802734375
172.0,0.94,-3.03,0.1025,-0.0675,0.03875732421875
176.0,0.94,-3.03,0.1025,-0.11375000000000002,0.04119873046875
163.0,0.94,-3.03,0.1025,-0.16,0.03997802734375
165.0,0.94,-3.03,0.1025,-0.20625000000000002,0.03875732421875
180.0,0.94,-3.03,0.1025,-0.2525,0.04058837890625
159.0,0.94,-3.03,0.1025,-0.29875,0.042724609375
166.0,0.94,-3.03,0.1025,-0.345,0.0408935546875
194.0,0.94,-3.03,0.1025,-0.39125000000000004,0.0390625
158.0,0.94,-3.03,0.1025,-0.4375,0.04180908203125
167.0,0.94,-3.03,0.1025,-0.48375,0.0396728515625
185.0,0.94,-3.03,0.1025,-0.53,0.03936767578125
181.0,0.94,-3.03,0.1025,-0.57625,0.04058837890625
203.0,0.94,-3.03,0.1025,-0.6225,0.04302978515625
180.0,0.94,-3.03,0.1025,-0.66875,0.0390625
171.0,0.94,-3.03,0.1025,-0.715,0.04241943359375
198.0,0.94,-3.03,0.1025,-0.7612500000000001,0.0408935546875
156.0,0.94,-3.03,0.1025,-0.8075000000000001,0.040283203125
211.0,0.94,-3.03,0.1025,-0.8537499999999999,0.03753662109375
193.0,0.94,-3.03,0.05499999999999999,0.025,0.040283203125
170.0,0.94,-3.03,0.05499999999999999,-0.021249999999999998,0.042724609375
173.0,0.94,-3.03,0.05499999999999999,-0.0675,0.03997802734375
201.0,0.94,-3.03,0.05499999999999999,-0.11375000000000002,0.0408935546875
166.0,0.94,-3.03,0.05499999999999999,-0.16,0.04180908203125
174.0,0.94,-3.03,0.05499999999999999,-0.20625000000000002,0.03997802734375
209.0,0.94,-3.03,0.05499999999999999,-0.2525,0.03814697265625
195.0,0.94,-3.03,0.05499999999999999,-0.29875,0.04058837890625
199.0,0.94,-3.03,0.05499999999999999,-0.345,0.042724609375
149.0,0.94,-3.03,0.05499999999999999,-0.39125000000000004,0.04119873046875
173.0,0.94,-3.03,0.05499999999999999,-0.4375,0.0396728515625
159.0,0.94,-3.03,0.05499999999999999,-0.48375,0.04119873046875
180.0,0.94,-3.03,0.05499999999999999,-0.53,0.04150390625
162.0,0.94,-3.03,0.05499999999999999,-0.57625,0.03753662109375
175.0,0.94,-3.03,0.05499999999999999,-0.6225,0.04119873046875
191.0,0.94,-3.03,0.05499999999999999,-0.66875,0.04180908203125
179.0,0.94,-3.03,0.05499999999999999,-0.715,0.040283203125
204.0,0.94,-3.03,0.05499999999999999,-0.7612500000000001,0.040283203125
188.0,0.94,-3.03,0.05499999999999999,-0.8075000000000001,0.03997802734375
177.0,0.94,-3.03,0.05499999999999999,-0.8537499999999999,0.04058837890625
161.0,0.94,-3.03,0.007499999999999979,0.025,0.03936767578125
202.0,0.94,-3.03,0.007499999999999979,-0.021249999999999998,0.0408935546875
160.0,0.94,-3.03,0.007499999999999979,-0.0675,0.04241943359375
175.0,0.94,-3.03,0.007499999999999979,-0.11375000000000002,0.04119873046875
166.0,0.94,-3.03,0.007499999999999979,-0.16,0.0408935546875
196.0,0.94,-3.03,0.007499999999999979,-0.20625000000000002,0.0408935546875
156.0,0.94,-3.03,0.007499999999999979,-0.2525,0.0396728515625
166.0,0.94,-3.03,0.007499999999999979,-0.29875,0.0396728515625
171.0,0.94,-3.03,0.007499999999999979,-0.345,0.0396728515625
158.0,0.94,-3.03,0.007499999999999979,-0.39125000000000004,0.0439453125
218.0,0.94,-3.03,0.007499999999999979,-0.4375,0.040283203125
197.0,0.94,-3.03,0.007499999999999979,-0.48375,0.0384521484375
176.0,0.94,-3.03,0.007499999999999979,-0.53,0.04150390625
156.0,0.94,-3.03,0.007499999999999979,-0.57625,0.04119873046875
195.0,0.94,-3.03,0.007499999999999979,-0.6225,0.037841796875
165.0,0.94,-3.03,0.007499999999999979,-0.66875,0.040283203125
204.0,0.94,-3.03,0.007499999999999979,-0.715,0.04364013671875
194.0,0.94,-3.03,0.007499999999999979,-0.7612500000000001,0.03997802734375
198.0,0.94,-3.03,0.007499999999999979,-0.8075000000000001,0.03662109375
199.0,0.94,-3.03,0.007499999999999979,-0.8537499999999999,0.0390625
197.0,0.94,-3.03,-0.04000000000000001,0.025,0.03936767578125
216.0,0.94,-3.03,-0.04000000000000001,-0.021249999999999998,0.03997802734375
193.0,0.94,-3.03,-0.04000000000000001,-0.0675,0.04058837890625
168.0,0.94,-3.03,-0.04000000000000001,-0.11375000000000002,0.04241943359375
206.0,0.94,-3.03,-0.04000000000000001,-0.16,0.04119873046875
192.0,0.94,-3.03,-0.04000000000000001,-0.20625000000000002,0.03662109375
182.0,0.94,-3.03,-0.04000000000000001,-0.2525,0.040283203125
171.0,0.94,-3.03,-0.04000000000000001,-0.29875,0.04364013671875
199.0,0.94,-3.03,-0.04000000000000001,-0.345,0.04058837890625
194.0,0.94,-3.03,-0.04000000000000001,-0.39125000000000004,0.04150390625
219.0,0.94,-3.03,-0.04000000000000001,-0.4375,0.0396728515625
159.0,0.94,-3.03,-0.04000000000000001,-0.48375,0.04150390625
179.0,0.94,-3.03,-0.04000000000000001,-0.53,0.0372314453125
