P0,P1,P2,P3,P4
2.069293212890625,2.009307861328125,2.7898193359375,2.209906005859375,2.872216796875
2.07109375,2.010107421875,2.794293212890625,2.21265869140625,2.8719970703125
2.073370361328125,2.013763427734375,2.7937744140625,2.215350341796875,2.872003173828125
2.07542724609375,2.014727783203125,2.798138427734375,2.216497802734375,2.868701171875
2.076239013671875,2.015936279296875,2.798187255859375,2.2200439453125,2.8755859375
2.07762451171875,2.015374755859375,2.804840087890625,2.220025634765625,2.87305908203125
2.077752685546875,2.017901611328125,2.79937744140625,2.219525146484375,2.882330322265625
2.075286865234375,2.015716552734375,2.794268798828125,2.215789794921875,2.8832763671875
2.072052001953125,2.01351318359375,2.79549560546875,2.214349365234375,2.87508544921875
2.07010498046875,2.00723876953125,2.79381103515625,2.211920166015625,2.8727294921875
2.069635009765625,2.007208251953125,2.789642333984375,2.20400390625,2.87662353515625
2.06954345703125,2.010333251953125,2.789599609375,2.2095947265625,2.868084716796875
2.07232666015625,2.00703125,2.792303466796875,2.2111572265625,2.864178466796875
2.0748046875,2.012554931640625,2.79534912109375,2.209228515625,2.878924560546875
2.07791748046875,2.01337890625,2.80625,2.21739501953125,2.8739990234375
2.081207275390625,2.0209228515625,2.8053955078125,2.22093505859375,2.870147705078125
2.0809326171875,2.02039794921875,2.81016845703125,2.222845458984375,2.869384765625
2.08157958984375,2.020263671875,2.806719970703125,2.2226806640625,2.879046630859375
2.081494140625,2.0169189453125,2.808197021484375,2.221038818359375,2.883721923828125
2.083544921875,2.02403564453125,2.81309814453125,2.22572021484375,2.878411865234375
2.08714599609375,2.025640869140625,2.81824951171875,2.22696533203125,2.890362548828125
2.087744140625,2.024993896484375,2.818658447265625,2.226434326171875,2.890423583984375
2.088873291015625,2.027301025390625,2.821917724609375,2.229656982421875,2.8940185546875
2.092578125,2.030426025390625,2.820831298828125,2.231292724609375,2.90218505859375
2.093560791015625,2.031298828125,2.8259033203125,2.2318603515625,2.90147705078125
2.092578125,2.029010009765625,2.824017333984375,2.227862548828125,2.89443359375
2.09228515625,2.029681396484375,2.82626953125,2.23028564453125,2.88604736328125
2.09249267578125,2.028314208984375,2.825726318359375,2.22645263671875,2.8884033203125
2.092669677734375,2.027508544921875,2.82464599609375,2.232427978515625,2.886407470703125
2.0939697265625,2.028448486328125,2.826678466796875,2.237518310546875,2.878509521484375
2.0960205078125,2.03424072265625,2.831109619140625,2.23187255859375,2.889984130859375
2.0957763671875,2.027972412109375,2.827783203125,2.231085205078125,2.886956787109375
2.09625244140625,2.0329833984375,2.830242919921875,2.236712646484375,2.890118408203125
2.096234130859375,2.03270263671875,2.82698974609375,2.23355712890625,2.894781494140625
2.097216796875,2.03466796875,2.83280029296875,2.240887451171875,2.89801025390625
2.0961181640625,2.0312255859375,2.83240966796875,2.234320068359375,2.901898193359375
2.095672607421875,2.028814697265625,2.82913818359375,2.237890625,2.882525634765625
2.095233154296875,2.032623291015625,2.828985595703125,2.235491943359375,2.886041259765625
2.094635009765625,2.02947998046875,2.831060791015625,2.23541259765625,2.89256591796875
2.0936767578125,2.029901123046875,2.826983642578125,2.234307861328125,2.889691162109375
2.09237060546875,2.029522705078125,2.825567626953125,2.23370361328125,2.878839111328125
2.0909912109375,2.0302001953125,2.824444580078125,2.229974365234375,2.8746337890625
2.092755126953125,2.030694580078125,2.824322509765625,2.231585693359375,2.881170654296875
2.094122314453125,2.027734375,2.8312744140625,2.23121337890625,2.87811279296875
2.094293212890625,2.032672119140625,2.827679443359375,2.2325439453125,2.8919677734375
2.094610595703125,2.029931640625,2.824267578125,2.2288330078125,2.899078369140625
2.093511962890625,2.02957763671875,2.8265869140625,2.232183837890625,2.89267578125
2.091058349609375,2.028912353515625,2.818115234375,2.234112548828125,2.902032470703125
2.088433837890625,2.026171875,2.815118408203125,2.231494140625,2.897003173828125
2.086962890625,2.02354736328125,2.817694091796875,2.22862548828125,2.889154052734375
2.08543701171875,2.022174072265625,2.81329345703125,2.22733154296875,2.878277587890625
2.083563232421875,2.0177490234375,2.8121337890625,2.220513916015625,2.874578857421875
2.081793212890625,2.014752197265625,2.8132080078125,2.225982666015625,2.872552490234375
2.08074951171875,2.01585693359375,2.80321044921875,2.218646240234375,2.877435302734375
2.08079833984375,2.014654541015625,2.808148193359375,2.22017822265625,2.88082275390625
2.081341552734375,2.014898681640625,2.80714111328125,2.218780517578125,2.888690185546875
2.08126220703125,2.015020751953125,2.80687255859375,2.222113037109375,2.8839599609375
2.083526611328125,2.015240478515625,2.8098388671875,2.223651123046875,2.88026123046875
2.08602294921875,2.01783447265625,2.81876220703125,2.222247314453125,2.878692626953125
2.085272216796875,2.0156005859375,2.8197021484375,2.221771240234375,2.87161865234375
2.0843505859375,2.016265869140625,2.80848388671875,2.218780517578125,2.88651123046875
2.082354736328125,2.01903076171875,2.808123779296875,2.22069091796875,2.88677978515625
2.0830078125,2.016888427734375,2.81146240234375,2.221697998046875,2.86561279296875
2.083795166015625,2.0168701171875,2.8160400390625,2.225811767578125,2.871337890625
2.083697509765625,2.020611572265625,2.813702392578125,2.22060546875,2.867724609375
2.08280029296875,2.020208740234375,2.81173095703125,2.220721435546875,2.866925048828125
2.08154296875,2.017669677734375,2.808599853515625,2.217626953125,2.871490478515625
2.0817626953125,2.018743896484375,2.8063720703125,2.21639404296875,2.87216796875
2.08134765625,2.014422607421875,2.806494140625,2.216937255859375,2.8692138671875
2.080615234375,2.012451171875,2.80833740234375,2.2193359375,2.87244873046875
2.077740478515625,2.009637451171875,2.80537109375,2.214990234375,2.863238525390625
2.07493896484375,2.008905029296875,2.795428466796875,2.218414306640625,2.85701904296875
2.073406982421875,2.008978271484375,2.798699951171875,2.21090087890625,2.851416015625
2.071234130859375,2.0054931640625,2.7938232421875,2.205462646484375,2.845562744140625
2.071844482421875,2.00506591796875,2.79171142578125,2.20938720703125,2.862799072265625
2.07138671875,2.0058349609375,2.7947509765625,2.212615966796875,2.85938720703125
2.070208740234375,2.00255126953125,2.798126220703125,2.20655517578125,2.853021240234375
2.070916748046875,2.001312255859375,2.79495849609375,2.2113525390625,2.859210205078125
2.071002197265625,2.003009033203125,2.795977783203125,2.204248046875,2.85191650390625
2.071759033203125,2.00216064453125,2.7927734375,2.21365966796875,2.8514892578125
2.07523193359375,2.002862548828125,2.8037353515625,2.20972900390625,2.855322265625
2.080328369140625,2.007550048828125,2.813018798828125,2.21656494140625,2.852728271484375
2.08309326171875,2.0140869140625,2.814385986328125,2.22510986328125,2.8553955078125
2.08485107421875,2.018096923828125,2.81220703125,2.22691650390625,2.859832763671875
2.08433837890625,2.01529541015625,2.819793701171875,2.2189208984375,2.86326904296875
2.08245849609375,2.010614013671875,2.8129150390625,2.21829833984375,2.864886474609375
2.080645751953125,2.01197509765625,2.806719970703125,2.22066650390625,2.857427978515625
2.078643798828125,2.0087646484375,2.809259033203125,2.215521240234375,2.860174560546875
2.077655029296875,2.0086669921875,2.803717041015625,2.217767333984375,2.858526611328125
2.077734375,2.010223388671875,2.810333251953125,2.22149658203125,2.860333251953125
