counts,AZ_bottom V,AZ_top V,AY V,AX V,cooling PD V
618.0,0.882,-2.62,0.15,0.025,0.04364013671875
555.0,0.882,-2.62,0.15,-0.021249999999999998,0.04425048828125
545.0,0.882,-2.62,0.15,-0.0675,0.04241943359375
585.0,0.882,-2.62,0.15,-0.11375000000000002,0.0439453125
583.0,0.882,-2.62,0.15,-0.16,0.0439453125
495.0,0.882,-2.62,0.15,-0.20625000000000002,0.04425048828125
518.0,0.882,-2.62,0.15,-0.2525,0.04547119140625
586.0,0.882,-2.62,0.15,-0.29875,0.04364013671875
517.0,0.882,-2.62,0.15,-0.345,0.04425048828125
662.0,0.882,-2.62,0.15,-0.39125000000000004,0.0439453125
694.0,0.882,-2.62,0.15,-0.4375,0.04486083984375
529.0,0.882,-2.62,0.15,-0.48375,0.04364013671875
553.0,0.882,-2.62,0.15,-0.53,0.0433349609375
576.0,0.882,-2.62,0.15,-0.57625,0.04547119140625
590.0,0.882,-2.62,0.15,-0.6225,0.0439453125
598.0,0.882,-2.62,0.15,-0.66875,0.0433349609375
483.0,0.882,-2.62,0.15,-0.715,0.0433349609375
620.0,0.882,-2.62,0.15,-0.7612500000000001,0.0439453125
526.0,0.882,-2.62,0.15,-0.8075000000000001,0.0445556640625
514.0,0.882,-2.62,0.15,-0.8537499999999999,0.04486083984375
547.0,0.882,-2.62,0.1025,0.025,0.04425048828125
562.0,0.882,-2.62,0.1025,-0.021249999999999998,0.04425048828125
620.0,0.882,-2.62,0.1025,-0.0675,0.0439453125
567.0,0.882,-2.62,0.1025,-0.11375000000000002,0.04486083984375
483.0,0.882,-2.62,0.1025,-0.16,0.0445556640625
545.0,0.882,-2.62,0.1025,-0.20625000000000002,0.0439453125
499.0,0.882,-2.62,0.1025,-0.2525,0.0445556640625
629.0,0.882,-2.62,0.1025,-0.29875,0.04547119140625
539.0,0.882,-2.62,0.1025,-0.345,0.04302978515625
523.0,0.882,-2.62,0.1025,-0.39125000000000004,0.04486083984375
553.0,0.882,-2.62,0.1025,-0.4375,0.0433349609375
620.0,0.882,-2.62,0.1025,-0.48375,0.04364013671875
556.0,0.882,-2.62,0.1025,-0.53,0.0433349609375
584.0,0.882,-2.62,0.1025,-0.57625,0.04302978515625
566.0,0.882,-2.62,0.1025,-0.6225,0.04241943359375
530.0,0.882,-2.62,0.1025,-0.66875,0.0421142578125
436.0,0.882,-2.62,0.1025,-0.715,0.04180908203125
467.0,0.882,-2.62,0.1025,-0.7612500000000001,0.04150390625
528.0,0.882,-2.62,0.1025,-0.8075000000000001,0.04119873046875
506.0,0.882,-2.62,0.1025,-0.8537499999999999,0.0408935546875
604.0,0.882,-2.62,0.05499999999999999,0.025,0.042724609375
626.0,0.882,-2.62,0.05499999999999999,-0.021249999999999998,0.0408935546875
439.0,0.882,-2.62,0.05499999999999999,-0.0675,0.04150390625
524.0,0.882,-2.62,0.05499999999999999,-0.11375000000000002,0.04180908203125
522.0,0.882,-2.62,0.05499999999999999,-0.16,0.0421142578125
536.0,0.882,-2.62,0.05499999999999999,-0.20625000000000002,0.04241943359375
497.0,0.882,-2.62,0.05499999999999999,-0.2525,0.04241943359375
531.0,0.882,-2.62,0.05499999999999999,-0.29875,0.04150390625
544.0,0.882,-2.62,0.05499999999999999,-0.345,0.04150390625
522.0,0.882,-2.62,0.05499999999999999,-0.39125000000000004,0.04150390625
598.0,0.882,-2.62,0.05499999999999999,-0.4375,0.04058837890625
635.0,0.882,-2.62,0.05499999999999999,-0.48375,0.04119873046875
582.0,0.882,-2.62,0.05499999999999999,-0.53,0.04241943359375
576.0,0.882,-2.62,0.05499999999999999,-0.57625,0.04150390625
544.0,0.882,-2.62,0.05499999999999999,-0.6225,0.04150390625
559.0,0.882,-2.62,0.05499999999999999,-0.66875,0.04058837890625
523.0,0.882,-2.62,0.05499999999999999,-0.715,0.0408935546875
512.0,0.882,-2.62,0.05499999999999999,-0.7612500000000001,0.04119873046875
552.0,0.882,-2.62,0.05499999999999999,-0.8075000000000001,0.04180908203125
522.0,0.882,-2.62,0.05499999999999999,-0.8537499999999999,0.040283203125
483.0,0.882,-2.62,0.007499999999999979,0.025,0.040283203125
528.0,0.882,-2.62,0.007499999999999979,-0.021249999999999998,0.03997802734375
506.0,0.882,-2.62,0.007499999999999979,-0.0675,0.0390625
543.0,0.882,-2.62,0.007499999999999979,-0.11375000000000002,0.040283203125
501.0,0.882,-2.62,0.007499999999999979,-0.16,0.0396728515625
502.0,0.882,-2.62,0.007499999999999979,-0.20625000000000002,0.0390625
436.0,0.882,-2.62,0.007499999999999979,-0.2525,0.0396728515625
541.0,0.882,-2.62,0.007499999999999979,-0.29875,0.0390625
608.0,0.882,-2.62,0.007499999999999979,-0.345,0.0384521484375
483.0,0.882,-2.62,0.007499999999999979,-0.39125000000000004,0.03997802734375
507.0,0.882,-2.62,0.007499999999999979,-0.4375,0.0396728515625
531.0,0.882,-2.62,0.007499999999999979,-0.48375,0.03936767578125
511.0,0.882,-2.62,0.007499999999999979,-0.53,0.0384521484375
492.0,0.882,-2.62,0.007499999999999979,-0.57625,0.03997802734375
603.0,0.882,-2.62,0.007499999999999979,-0.6225,0.037841796875
597.0,0.882,-2.62,0.007499999999999979,-0.66875,0.03875732421875
582.0,0.882,-2.62,0.007499999999999979,-0.715,0.04058837890625
543.0,0.882,-2.62,0.007499999999999979,-0.7612500000000001,0.037841796875
550.0,0.882,-2.62,0.007499999999999979,-0.8075000000000001,0.0390625
601.0,0.882,-2.62,0.007499999999999979,-0.8537499999999999,0.03875732421875
516.0,0.882,-2.62,-0.04000000000000001,0.025,0.0384521484375
574.0,0.882,-2.62,-0.04000000000000001,-0.021249999999999998,0.03814697265625
605.0,0.882,-2.62,-0.04000000000000001,-0.0675,0.03936767578125
490.0,0.882,-2.62,-0.04000000000000001,-0.11375000000000002,0.037841796875
557.0,0.882,-2.62,-0.04000000000000001,-0.16,0.03936767578125
580.0,0.882,-2.62,-0.04000000000000001,-0.20625000000000002,0.037841796875
586.0,0.882,-2.62,-0.04000000000000001,-0.2525,0.0384521484375
631.0,0.882,-2.62,-0.04000000000000001,-0.29875,0.037841796875
478.0,0.882,-2.62,-0.04000000000000001,-0.345,0.03814697265625
537.0,0.882,-2.62,-0.04000000000000001,-0.39125000000000004,0.0390625
571.0,0.882,-2.62,-0.04000000000000001,-0.4375,0.03875732421875
656.0,0.882,-2.62,-0.04000000000000001,-0.48375,0.0384521484375
630.0,0.882,-2.62,-0.04000000000000001,-0.53,0.0384521484375
565.0,0.882,-2.62,-0.04000000000000001,-0.57625,0.0384521484375
628.0,0.882,-2.62,-0.04000000000000001,-0.6225,0.0372314453125
587.0,0.882,-2.62,-0.04000000000000001,-0.66875,0.03936767578125
549.0,0.882,-2.62,-0.04000000000000001,-0.715,0.0384521484375
561.0,0.882,-2.62,-0.04000000000000001,-0.7612500000000001,0.03753662109375
525.0,0.882,-2.62,-0.04000000000000001,-0.8075000000000001,0.0390625
545.0,0.882,-2.62,-0.04000000000000001,-0.8537499999999999,0.037841796875
575.0,0.882,-2.62,-0.0875,0.025,0.03875732421875
562.0,0.882,-2.62,-0.0875,-0.021249999999999998,0.03875732421875
560.0,0.882,-2.62,-0.0875,-0.0675,0.0390625
570.0,0.882,-2.62,-0.0875,-0.11375000000000002,0.03936767578125
513.0,0.882,-2.62,-0.0875,-0.16,0.037841796875
515.0,0.882,-2.62,-0.0875,-0.20625000000000002,0.03936767578125
568.0,0.882,-2.62,-0.0875,-0.2525,0.03875732421875
568.0,0.882,-2.62,-0.0875,-0.29875,0.03753662109375
545.0,0.882,-2.62,-0.0875,-0.345,0.03875732421875
