P1_1perc_Tap,P2_99perc_Tap,P3_InTBox
0.52520751953125,2.04986572265625,1.10015869140625
0.5255126953125,2.047119140625,1.10015869140625
0.52520751953125,2.0465087890625,1.09954833984375
0.52490234375,2.0458984375,1.0980224609375
0.52490234375,2.04742431640625,1.0986328125
0.52459716796875,2.04742431640625,1.0992431640625
0.52459716796875,2.047119140625,1.0986328125
0.52398681640625,2.0465087890625,1.099853515625
0.5242919921875,2.0452880859375,1.099853515625
0.5242919921875,2.0458984375,1.09893798828125
0.52459716796875,2.0452880859375,1.09893798828125
0.523681640625,2.04620361328125,1.09954833984375
0.52398681640625,2.0458984375,1.09893798828125
0.52581787109375,2.0452880859375,1.09893798828125
0.52398681640625,2.047119140625,1.09893798828125
0.52581787109375,2.04620361328125,1.09893798828125
0.5255126953125,2.04620361328125,1.0986328125
0.52490234375,2.04620361328125,1.0980224609375
0.5255126953125,2.04620361328125,1.0986328125
0.5255126953125,2.04620361328125,1.0986328125
0.52490234375,2.04681396484375,1.0980224609375
0.52459716796875,2.0452880859375,1.09832763671875
0.52520751953125,2.04803466796875,1.0992431640625
0.52490234375,2.04620361328125,1.0986328125
0.52520751953125,2.0458984375,1.09893798828125
0.52459716796875,2.04742431640625,1.09832763671875
0.5255126953125,2.04620361328125,1.0980224609375
0.52459716796875,2.0452880859375,1.0986328125
0.5242919921875,2.0465087890625,1.09832763671875
0.52520751953125,2.04681396484375,1.09832763671875
0.5255126953125,2.0465087890625,1.09771728515625
0.5255126953125,2.0465087890625,1.09954833984375
0.52459716796875,2.04620361328125,1.0986328125
0.5242919921875,2.04742431640625,1.0980224609375
0.526123046875,2.047119140625,1.0986328125
0.52490234375,2.04498291015625,1.0986328125
0.52459716796875,2.04681396484375,1.0992431640625
0.52459716796875,2.0465087890625,1.09771728515625
0.523681640625,2.047119140625,1.0992431640625
0.52581787109375,2.0452880859375,1.09954833984375
0.52520751953125,2.04742431640625,1.0986328125
0.52459716796875,2.0458984375,1.09771728515625
0.52398681640625,2.04620361328125,1.09832763671875
0.52398681640625,2.047119140625,1.0980224609375
0.52520751953125,2.04681396484375,1.0986328125
0.52581787109375,2.0458984375,1.09832763671875
0.52398681640625,2.04681396484375,1.09954833984375
0.52490234375,2.04681396484375,1.0986328125
0.5242919921875,2.04681396484375,1.0980224609375
0.52490234375,2.04620361328125,1.097412109375
0.526123046875,2.04620361328125,1.09893798828125
0.52581787109375,2.04620361328125,1.09832763671875
0.52520751953125,2.0452880859375,1.0968017578125
0.523681640625,2.04681396484375,1.0986328125
0.52490234375,2.0477294921875,1.0986328125
0.5242919921875,2.04681396484375,1.099853515625
0.52490234375,2.0452880859375,1.0980224609375
0.52581787109375,2.04620361328125,1.09954833984375
0.52459716796875,2.0465087890625,1.09771728515625
0.52520751953125,2.047119140625,1.0980224609375
0.52520751953125,2.04559326171875,1.09954833984375
0.52520751953125,2.04681396484375,1.0986328125
0.52490234375,2.0452880859375,1.0986328125
0.52398681640625,2.04559326171875,1.09832763671875
0.52459716796875,2.044677734375,1.09893798828125
0.52490234375,2.04498291015625,1.09832763671875
0.5255126953125,2.0465087890625,1.0980224609375
0.5230712890625,2.04559326171875,1.0980224609375
0.52459716796875,2.0465087890625,1.097412109375
0.5242919921875,2.04620361328125,1.09893798828125
0.523681640625,2.0458984375,1.0986328125
0.52459716796875,2.04681396484375,1.09893798828125
0.5255126953125,2.047119140625,1.0992431640625
0.52490234375,2.04620361328125,1.0986328125
0.52581787109375,2.0452880859375,1.09832763671875
0.5255126953125,2.0452880859375,1.09893798828125
0.52398681640625,2.04681396484375,1.10015869140625
0.52459716796875,2.0458984375,1.0980224609375
0.52490234375,2.047119140625,1.0986328125
0.52459716796875,2.04437255859375,1.09954833984375
0.52459716796875,2.04681396484375,1.09771728515625
0.52520751953125,2.04681396484375,1.097412109375
0.5242919921875,2.0458984375,1.09954833984375
0.52490234375,2.0458984375,1.0992431640625
0.52459716796875,2.04498291015625,1.09771728515625
0.523681640625,2.04681396484375,1.0986328125
0.52398681640625,2.04620361328125,1.09893798828125
0.5242919921875,2.0465087890625,1.0986328125
0.52520751953125,2.0465087890625,1.0980224609375
0.5255126953125,2.0465087890625,1.09893798828125
0.52490234375,2.0452880859375,1.0980224609375
0.5255126953125,2.0458984375,1.09832763671875
0.5242919921875,2.044677734375,1.09893798828125
0.52398681640625,2.04345703125,1.09832763671875
0.5242919921875,2.0458984375,1.0992431640625
0.52490234375,2.0452880859375,1.0986328125
0.5242919921875,2.0452880859375,1.09893798828125
0.523681640625,2.04620361328125,1.0992431640625
0.5255126953125,2.0458984375,1.09771728515625
0.5255126953125,2.04559326171875,1.10015869140625
0.52398681640625,2.04620361328125,1.09710693359375
0.523681640625,2.04803466796875,1.0980224609375
0.523681640625,2.04498291015625,1.09893798828125
0.52398681640625,2.0458984375,1.09893798828125
0.52581787109375,2.0465087890625,1.09954833984375
0.52276611328125,2.04681396484375,1.0992431640625
0.523681640625,2.04498291015625,1.09771728515625
0.5242919921875,2.04498291015625,1.09771728515625
0.52398681640625,2.04498291015625,1.09832763671875
0.52490234375,2.044677734375,1.09832763671875
0.52398681640625,2.0458984375,1.0992431640625
0.5242919921875,2.04498291015625,1.0992431640625
0.52459716796875,2.04742431640625,1.0986328125
0.5255126953125,2.04620361328125,1.0980224609375
0.52459716796875,2.04681396484375,1.0980224609375
0.52398681640625,2.0458984375,1.0980224609375
0.5255126953125,2.0458984375,1.09832763671875
0.52490234375,2.04681396484375,1.0992431640625
0.52459716796875,2.0452880859375,1.09832763671875
0.52398681640625,2.04559326171875,1.0980224609375
0.52490234375,2.04742431640625,1.09832763671875
0.52520751953125,2.04559326171875,1.0980224609375
0.523681640625,2.0458984375,1.09954833984375
0.52520751953125,2.047119140625,1.09893798828125
0.52581787109375,2.047119140625,1.0980224609375
0.52459716796875,2.044677734375,1.10015869140625
0.5242919921875,2.0458984375,1.09954833984375
0.52459716796875,2.04620361328125,1.09954833984375
0.52276611328125,2.04620361328125,1.09832763671875
0.52520751953125,2.0452880859375,1.097412109375
0.52398681640625,2.044677734375,1.09832763671875
0.52398681640625,2.0465087890625,1.0986328125
0.52459716796875,2.047119140625,1.09893798828125
0.526123046875,2.0465087890625,1.0980224609375
0.52459716796875,2.04742431640625,1.0986328125
0.52337646484375,2.04559326171875,1.09710693359375
0.5255126953125,2.04742431640625,1.09954833984375
0.5242919921875,2.0452880859375,1.09619140625
0.523681640625,2.0452880859375,1.09771728515625
0.52398681640625,2.0458984375,1.0980224609375
0.52581787109375,2.0452880859375,1.0992431640625
0.52459716796875,2.04559326171875,1.097412109375
0.52459716796875,2.04620361328125,1.09832763671875
0.523681640625,2.0465087890625,1.0968017578125
0.52520751953125,2.04559326171875,1.09954833984375
0.52398681640625,2.04681396484375,1.097412109375
0.523681640625,2.0452880859375,1.09893798828125
0.52459716796875,2.0465087890625,1.099853515625
0.5242919921875,2.0465087890625,1.09893798828125
0.52459716796875,2.0465087890625,1.0980224609375
0.5242919921875,2.04498291015625,1.09832763671875
0.5242919921875,2.0458984375,1.0980224609375
0.52398681640625,2.04620361328125,1.09954833984375
0.523681640625,2.04498291015625,1.09893798828125
0.523681640625,2.04559326171875,1.09893798828125
0.5255126953125,2.04559326171875,1.0980224609375
0.52520751953125,2.0458984375,1.0980224609375
0.52398681640625,2.04742431640625,1.09954833984375
0.52398681640625,2.04559326171875,1.09893798828125
0.52490234375,2.0458984375,1.09710693359375
0.5242919921875,2.0440673828125,1.0986328125
0.52337646484375,2.04437255859375,1.09771728515625
0.5230712890625,2.0465087890625,1.097412109375
0.52520751953125,2.04620361328125,1.097412109375
0.5242919921875,2.0458984375,1.09893798828125
0.52337646484375,2.0428466796875,1.09893798828125
0.523681640625,2.04559326171875,1.097412109375
0.523681640625,2.04681396484375,1.09832763671875
0.52398681640625,2.044677734375,1.0980224609375
0.52490234375,2.04559326171875,1.0980224609375
0.5242919921875,2.04345703125,1.09771728515625
0.52398681640625,2.04498291015625,1.09893798828125
0.52398681640625,2.0452880859375,1.09832763671875
0.523681640625,2.04681396484375,1.0986328125
0.52459716796875,2.04681396484375,1.099853515625
0.5224609375,2.04681396484375,1.09893798828125
0.5242919921875,2.04559326171875,1.09893798828125
0.52337646484375,2.044677734375,1.09893798828125
0.523681640625,2.04559326171875,1.0968017578125
0.52337646484375,2.044677734375,1.09832763671875
0.52337646484375,2.04681396484375,1.0986328125
0.52459716796875,2.0458984375,1.0986328125
0.523681640625,2.047119140625,1.0980224609375
0.52398681640625,2.0440673828125,1.09832763671875
0.52520751953125,2.0458984375,1.09832763671875
0.5230712890625,2.044677734375,1.09649658203125
0.52398681640625,2.04437255859375,1.09771728515625
0.5230712890625,2.0452880859375,1.09832763671875
0.5224609375,2.044677734375,1.0986328125
0.52337646484375,2.04437255859375,1.09832763671875
0.52490234375,2.04681396484375,1.09893798828125
0.523681640625,2.04620361328125,1.09832763671875
0.52490234375,2.04559326171875,1.0980224609375
0.52398681640625,2.044677734375,1.09771728515625
0.52459716796875,2.0458984375,1.0980224609375
0.52520751953125,2.044677734375,1.09954833984375
0.5242919921875,2.04620361328125,1.09619140625
0.5242919921875,2.0458984375,1.0980224609375
0.52459716796875,2.04559326171875,1.09893798828125
0.523681640625,2.0458984375,1.0980224609375
0.523681640625,2.04681396484375,1.099853515625
0.5224609375,2.04376220703125,1.09893798828125
0.52276611328125,2.04345703125,1.09832763671875
0.523681640625,2.0458984375,1.09954833984375
0.52337646484375,2.0465087890625,1.09771728515625
