x0000,y0000
1401.,4160.
1402.,4100.
1403.,4340.
1404.,4426.6666666667
1405.,4360.
1406.,4496.6666666667
1407.,4266.6666666667
1408.,4243.3333333333
1409.,4280.
1410.,4283.3333333333
1411.,4446.6666666667
1412.,4276.6666666667
1413.,4310.
1414.,4420.
1415.,4323.3333333333
1416.,4600.
1417.,4376.6666666667
1418.,4143.3333333333
1419.,4036.6666666667
1420.,4403.3333333333
1421.,4236.6666666667
1422.,4446.6666666667
1423.,4220.
1424.,4263.3333333333
1425.,4486.6666666667
1426.,4270.
1427.,4166.6666666667
1428.,4393.3333333333
1429.,4440.
1430.,4496.6666666667
1431.,4506.6666666667
1432.,4586.6666666667
1433.,4450.
1434.,4250.
1435.,4266.6666666667
1436.,4310.
1437.,4366.6666666667
1438.,4213.3333333333
1439.,4233.3333333333
1440.,4606.6666666667
1441.,4666.6666666667
1442.,4460.
1443.,4373.3333333333
1444.,4323.3333333333
1445.,4453.3333333333
1446.,4003.3333333333
1447.,4063.3333333333
1448.,3966.6666666667
1449.,4236.6666666667
1450.,4003.3333333333
1451.,4280.
1452.,4213.3333333333
1453.,4343.3333333333
1454.,4246.6666666667
1455.,4053.3333333333
1456.,4213.3333333333
1457.,4426.6666666667
1458.,4173.3333333333
1459.,4273.3333333333
1460.,4063.3333333333
1461.,4036.6666666667
1462.,4123.3333333333
1463.,4153.3333333333
1464.,4493.3333333333
1465.,3893.3333333333
1466.,4413.3333333333
1467.,4263.3333333333
1468.,4483.3333333333
1469.,4506.6666666667
1470.,3690.
1471.,4350.
1472.,4240.
1473.,4326.6666666667
1474.,4260.
1475.,4166.6666666667
1476.,4033.3333333333
1477.,3960.
1478.,4110.
1479.,4166.6666666667
1480.,4430.
1481.,4113.3333333333
1482.,4230.
1483.,4186.6666666667
1484.,4260.
1485.,4133.3333333333
1486.,4360.
1487.,4106.6666666667
1488.,3933.3333333333
1489.,3963.3333333333
1490.,3823.3333333333
1491.,3830.
1492.,3980.
1493.,3956.6666666667
1494.,4006.6666666667
1495.,4196.6666666667
1496.,4116.6666666667
1497.,4186.6666666667
1498.,4196.6666666667
1499.,3783.3333333333
1500.,4146.6666666667
1501.,4003.3333333333
1502.,4040.
1503.,4043.3333333333
1504.,3970.
1505.,4166.6666666667
1506.,4033.3333333333
1507.,3893.3333333333
1508.,4233.3333333333
1509.,4346.6666666667
1510.,4066.6666666667
1511.,3950.
1512.,4270.
1513.,4396.6666666667
1514.,4226.6666666667
1515.,4203.3333333333
1516.,4173.3333333333
1517.,4053.3333333333
1518.,4086.6666666667
1519.,3876.6666666667
1520.,3823.3333333333
1521.,4040.
1522.,4046.6666666667
1523.,4063.3333333333
1524.,3893.3333333333
1525.,3870.
1526.,4050.
1527.,4146.6666666667
1528.,3893.3333333333
1529.,4073.3333333333
1530.,4246.6666666667
1531.,4350.
1532.,4316.6666666667
1533.,4283.3333333333
1534.,4586.6666666667
1535.,3946.6666666667
1536.,4233.3333333333
1537.,3800.
1538.,4233.3333333333
1539.,4253.3333333333
1540.,4026.6666666667
1541.,4070.
1542.,4346.6666666667
1543.,4376.6666666667
1544.,4156.6666666667
1545.,4150.
1546.,4113.3333333333
1547.,4266.6666666667
1548.,4146.6666666667
1549.,4163.3333333333
1550.,4310.
1551.,3960.
1552.,4070.
1553.,4103.3333333333
1554.,4290.
1555.,4076.6666666667
1556.,3943.3333333333
1557.,3953.3333333333
1558.,3966.6666666667
1559.,4150.
1560.,3920.
1561.,3980.
1562.,3946.6666666667
1563.,3956.6666666667
1564.,4006.6666666667
1565.,3923.3333333333
1566.,3946.6666666667
1567.,4046.6666666667
1568.,3780.
1569.,3790.
1570.,3793.3333333333
1571.,4030.
1572.,3973.3333333333
1573.,3950.
1574.,4056.6666666667
1575.,4126.6666666667
1576.,4053.3333333333
1577.,3966.6666666667
1578.,4116.6666666667
1579.,3906.6666666667
1580.,3880.
1581.,3756.6666666667
1582.,3836.6666666667
1583.,4103.3333333333
1584.,3793.3333333333
1585.,3880.
1586.,3806.6666666667
1587.,3950.
1588.,3956.6666666667
1589.,3993.3333333333
1590.,3796.6666666667
1591.,3943.3333333333
1592.,3876.6666666667
1593.,4120.
1594.,4053.3333333333
1595.,4053.3333333333
1596.,3996.6666666667
1597.,4150.
1598.,3840.
1599.,4106.6666666667
1600.,4103.3333333333
1601.,4246.6666666667
1602.,3930.
1603.,4086.6666666667
1604.,4196.6666666667
1605.,3806.6666666667
1606.,4256.6666666667
1607.,3986.6666666667
1608.,3880.
1609.,3633.3333333333
1610.,3876.6666666667
1611.,3973.3333333333
1612.,3820.
1613.,3780.
1614.,4020.
1615.,3873.3333333333
1616.,3716.6666666667
1617.,4093.3333333333
1618.,4240.
1619.,4006.6666666667
1620.,3910.
1621.,4023.3333333333
1622.,3893.3333333333
1623.,3880.
1624.,3953.3333333333
1625.,4116.6666666667
1626.,3813.3333333333
1627.,4230.
1628.,4096.6666666667
1629.,4043.3333333333
1630.,3816.6666666667
1631.,4080.
1632.,3810.
1633.,3783.3333333333
1634.,4116.6666666667
1635.,4100.
1636.,3923.3333333333
1637.,4116.6666666667
1638.,3863.3333333333
1639.,4040.
1640.,3943.3333333333
1641.,4216.6666666667
1642.,3973.3333333333
1643.,4176.6666666667
1644.,4036.6666666667
1645.,4260.
1646.,4090.
1647.,3996.6666666667
1648.,4130.
1649.,3850.
1650.,4130.
1651.,4130.
1652.,4133.3333333333
1653.,3973.3333333333
1654.,3673.3333333333
1655.,3840.
1656.,3853.3333333333
1657.,4046.6666666667
1658.,3993.3333333333
1659.,3986.6666666667
1660.,3940.
1661.,3910.
1662.,3723.3333333333
1663.,3906.6666666667
1664.,3793.3333333333
1665.,4106.6666666667
1666.,3910.
1667.,3970.
1668.,3850.
1669.,4083.3333333333
1670.,3690.
1671.,3783.3333333333
1672.,3936.6666666667
1673.,3800.
1674.,3826.6666666667
1675.,4000.
1676.,4043.3333333333
1677.,3930.
1678.,3616.6666666667
1679.,3796.6666666667
1680.,4033.3333333333
1681.,3580.
1682.,3573.3333333333
1683.,3760.
1684.,3686.6666666667
1685.,3573.3333333333
1686.,3713.3333333333
1687.,3646.6666666667
1688.,3763.3333333333
1689.,3733.3333333333
1690.,4020.
1691.,3713.3333333333
1692.,4040.
1693.,3733.3333333333
1694.,4006.6666666667
1695.,3820.
1696.,3820.
1697.,3626.6666666667
1698.,3726.6666666667
1699.,3640.
1700.,3616.6666666667
1701.,3800.
1702.,3650.
1703.,3680.
1704.,3476.6666666667
1705.,3566.6666666667
1706.,3640.
1707.,3933.3333333333
1708.,3656.6666666667
1709.,3770.
1710.,3833.3333333333
1711.,3810.
1712.,3990.
1713.,3880.
1714.,4000.
1715.,3946.6666666667
1716.,3960.
1717.,3840.
1718.,3996.6666666667
1719.,3943.3333333333
1720.,3993.3333333333
1721.,3946.6666666667
1722.,3843.3333333333
1723.,3893.3333333333
1724.,4030.
1725.,3903.3333333333
1726.,3730.
1727.,3916.6666666667
1728.,3896.6666666667
1729.,4086.6666666667
1730.,3886.6666666667
1731.,4076.6666666667
1732.,3936.6666666667
1733.,4116.6666666667
1734.,4006.6666666667
1735.,3756.6666666667
1736.,3653.3333333333
1737.,3663.3333333333
1738.,3900.
1739.,4033.3333333333
1740.,3810.
1741.,3830.
1742.,3986.6666666667
1743.,3836.6666666667
1744.,3860.
1745.,4050.
1746.,3883.3333333333
1747.,3973.3333333333
1748.,4376.6666666667
1749.,4086.6666666667
1750.,4206.6666666667
1751.,4000.
1752.,3943.3333333333
1753.,4163.3333333333
1754.,3926.6666666667
1755.,3823.3333333333
1756.,3980.
1757.,3776.6666666667
1758.,4050.
1759.,4116.6666666667
1760.,3990.
1761.,3960.
1762.,4173.3333333333
1763.,4060.
1764.,4066.6666666667
1765.,4210.
1766.,4143.3333333333
1767.,4503.3333333333
1768.,4153.3333333333
1769.,4010.
1770.,4400.
1771.,4286.6666666667
1772.,4123.3333333333
1773.,4320.
1774.,3853.3333333333
1775.,3890.
1776.,4200.
1777.,4370.
1778.,4473.3333333333
1779.,4063.3333333333
1780.,4456.6666666667
1781.,4483.3333333333
1782.,4186.6666666667
1783.,3970.
1784.,4116.6666666667
1785.,4313.3333333333
1786.,4300.
1787.,4020.
1788.,4153.3333333333
1789.,3913.3333333333
1790.,4106.6666666667
1791.,4060.
1792.,3853.3333333333
1793.,3900.
1794.,4316.6666666667
1795.,3890.
1796.,3983.3333333333
1797.,3943.3333333333
1798.,4056.6666666667
1799.,4290.
1800.,4263.3333333333
1801.,4256.6666666667
1802.,4036.6666666667
1803.,4086.6666666667
1804.,4100.
1805.,4246.6666666667
1806.,4006.6666666667
1807.,4053.3333333333
1808.,4156.6666666667
1809.,4506.6666666667
1810.,4286.6666666667
1811.,4296.6666666667
1812.,4563.3333333333
1813.,4163.3333333333
1814.,4416.6666666667
1815.,4210.
1816.,4320.
1817.,4180.
1818.,4023.3333333333
1819.,4196.6666666667
1820.,4043.3333333333
1821.,4596.6666666667
1822.,4450.
1823.,3803.3333333333
1824.,3990.
1825.,4036.6666666667
1826.,4280.
1827.,4036.6666666667
1828.,3923.3333333333
1829.,4003.3333333333
1830.,4096.6666666667
1831.,4016.6666666667
1832.,4206.6666666667
1833.,3990.
1834.,4143.3333333333
1835.,3753.3333333333
1836.,4186.6666666667
1837.,3846.6666666667
1838.,4226.6666666667
1839.,4026.6666666667
1840.,3966.6666666667
1841.,4116.6666666667
1842.,4090.
1843.,3833.3333333333
1844.,4103.3333333333
1845.,4080.
1846.,4113.3333333333
1847.,3970.
1848.,4263.3333333333
1849.,4196.6666666667
1850.,4343.3333333333
1851.,4060.
1852.,4123.3333333333
1853.,4120.
1854.,4100.
1855.,4240.
1856.,4000.
1857.,4096.6666666667
1858.,4070.
1859.,4200.
1860.,4050.
1861.,4330.
1862.,4236.6666666667
1863.,4113.3333333333
1864.,4466.6666666667
1865.,4333.3333333333
1866.,4373.3333333333
1867.,4320.
1868.,4326.6666666667
1869.,4570.
1870.,4123.3333333333
1871.,4306.6666666667
1872.,4373.3333333333
1873.,4120.
1874.,4216.6666666667
1875.,4083.3333333333
1876.,4383.3333333333
1877.,4236.6666666667
1878.,4253.3333333333
1879.,4416.6666666667
1880.,4356.6666666667
1881.,4756.6666666667
1882.,4353.3333333333
1883.,4743.3333333333
1884.,4896.6666666667
1885.,4190.
1886.,4113.3333333333
1887.,4163.3333333333
1888.,4573.3333333333
1889.,4556.6666666667
1890.,4550.
1891.,4596.6666666667
1892.,4700.
1893.,4203.3333333333
1894.,4443.3333333333
1895.,4336.6666666667
1896.,4536.6666666667
1897.,4183.3333333333
1898.,4550.
1899.,4003.3333333333
1900.,4213.3333333333
1901.,4143.3333333333
1902.,4393.3333333333
1903.,4116.6666666667
1904.,4166.6666666667
1905.,4260.
1906.,4883.3333333333
1907.,4373.3333333333
1908.,4090.
1909.,4273.3333333333
1910.,3843.3333333333
1911.,4570.
1912.,4103.3333333333
1913.,4163.3333333333
1914.,4203.3333333333
1915.,4216.6666666667
1916.,4020.
1917.,4143.3333333333
1918.,4283.3333333333
1919.,4350.
1920.,4366.6666666667
1921.,4173.3333333333
1922.,4303.3333333333
1923.,4450.
1924.,4296.6666666667
1925.,4510.
1926.,4460.
1927.,4086.6666666667
1928.,4220.
1929.,4103.3333333333
1930.,4143.3333333333
1931.,4163.3333333333
1932.,4296.6666666667
1933.,4440.
1934.,4430.
1935.,4463.3333333333
1936.,4023.3333333333
1937.,4020.
1938.,4326.6666666667
1939.,3843.3333333333
1940.,4090.
1941.,4806.6666666667
1942.,4136.6666666667
1943.,4543.3333333333
1944.,4306.6666666667
1945.,4390.
1946.,4563.3333333333
1947.,3966.6666666667
1948.,4333.3333333333
1949.,4440.
1950.,4143.3333333333
1951.,4570.
1952.,4603.3333333333
1953.,4253.3333333333
1954.,4120.
1955.,4103.3333333333
1956.,4403.3333333333
1957.,4073.3333333333
1958.,3983.3333333333
1959.,4086.6666666667
1960.,4280.
1961.,3993.3333333333
1962.,4126.6666666667
1963.,4490.
1964.,4183.3333333333
1965.,4346.6666666667
1966.,4483.3333333333
1967.,4190.
1968.,4366.6666666667
1969.,4183.3333333333
1970.,4413.3333333333
1971.,4403.3333333333
1972.,4286.6666666667
1973.,4086.6666666667
1974.,4290.
1975.,4076.6666666667
1976.,4390.
1977.,4020.
1978.,4216.6666666667
1979.,3933.3333333333
1980.,4426.6666666667
1981.,4430.
1982.,4170.
1983.,4276.6666666667
1984.,4233.3333333333
1985.,4143.3333333333
1986.,4343.3333333333
1987.,4176.6666666667
1988.,4190.
1989.,4063.3333333333
1990.,4186.6666666667
1991.,4273.3333333333
1992.,4046.6666666667
1993.,4130.
1994.,4223.3333333333
1995.,4170.
1996.,4160.
1997.,4093.3333333333
1998.,4336.6666666667
1999.,4273.3333333333
2000.,4353.3333333333
