counts,AZ_bottom V,AZ_top V,AY V,AX V,cooling PD V
447.0,0.882,-2.7510000000000003,0.15,0.025,0.04180908203125
399.0,0.882,-2.7510000000000003,0.15,-0.021249999999999998,0.0421142578125
521.0,0.882,-2.7510000000000003,0.15,-0.0675,0.042724609375
435.0,0.882,-2.7510000000000003,0.15,-0.11375000000000002,0.0433349609375
475.0,0.882,-2.7510000000000003,0.15,-0.16,0.0433349609375
463.0,0.882,-2.7510000000000003,0.15,-0.20625000000000002,0.0421142578125
490.0,0.882,-2.7510000000000003,0.15,-0.2525,0.0445556640625
476.0,0.882,-2.7510000000000003,0.15,-0.29875,0.0433349609375
507.0,0.882,-2.7510000000000003,0.15,-0.345,0.04364013671875
455.0,0.882,-2.7510000000000003,0.15,-0.39125000000000004,0.0445556640625
508.0,0.882,-2.7510000000000003,0.15,-0.4375,0.04364013671875
481.0,0.882,-2.7510000000000003,0.15,-0.48375,0.0445556640625
469.0,0.882,-2.7510000000000003,0.15,-0.53,0.0433349609375
522.0,0.882,-2.7510000000000003,0.15,-0.57625,0.042724609375
530.0,0.882,-2.7510000000000003,0.15,-0.6225,0.0439453125
434.0,0.882,-2.7510000000000003,0.15,-0.66875,0.0445556640625
504.0,0.882,-2.7510000000000003,0.15,-0.715,0.04486083984375
464.0,0.882,-2.7510000000000003,0.15,-0.7612500000000001,0.04364013671875
524.0,0.882,-2.7510000000000003,0.15,-0.8075000000000001,0.0439453125
506.0,0.882,-2.7510000000000003,0.15,-0.8537499999999999,0.0439453125
518.0,0.882,-2.7510000000000003,0.1025,0.025,0.04364013671875
514.0,0.882,-2.7510000000000003,0.1025,-0.021249999999999998,0.0433349609375
584.0,0.882,-2.7510000000000003,0.1025,-0.0675,0.04486083984375
485.0,0.882,-2.7510000000000003,0.1025,-0.11375000000000002,0.045166015625
478.0,0.882,-2.7510000000000003,0.1025,-0.16,0.0439453125
530.0,0.882,-2.7510000000000003,0.1025,-0.20625000000000002,0.0445556640625
455.0,0.882,-2.7510000000000003,0.1025,-0.2525,0.04486083984375
459.0,0.882,-2.7510000000000003,0.1025,-0.29875,0.04425048828125
530.0,0.882,-2.7510000000000003,0.1025,-0.345,0.0433349609375
459.0,0.882,-2.7510000000000003,0.1025,-0.39125000000000004,0.0433349609375
490.0,0.882,-2.7510000000000003,0.1025,-0.4375,0.04364013671875
469.0,0.882,-2.7510000000000003,0.1025,-0.48375,0.04364013671875
492.0,0.882,-2.7510000000000003,0.1025,-0.53,0.04302978515625
505.0,0.882,-2.7510000000000003,0.1025,-0.57625,0.04302978515625
508.0,0.882,-2.7510000000000003,0.1025,-0.6225,0.0421142578125
518.0,0.882,-2.7510000000000003,0.1025,-0.66875,0.04364013671875
468.0,0.882,-2.7510000000000003,0.1025,-0.715,0.0421142578125
460.0,0.882,-2.7510000000000003,0.1025,-0.7612500000000001,0.042724609375
462.0,0.882,-2.7510000000000003,0.1025,-0.8075000000000001,0.04241943359375
488.0,0.882,-2.7510000000000003,0.1025,-0.8537499999999999,0.042724609375
423.0,0.882,-2.7510000000000003,0.05499999999999999,0.025,0.04119873046875
451.0,0.882,-2.7510000000000003,0.05499999999999999,-0.021249999999999998,0.04119873046875
423.0,0.882,-2.7510000000000003,0.05499999999999999,-0.0675,0.04150390625
508.0,0.882,-2.7510000000000003,0.05499999999999999,-0.11375000000000002,0.04150390625
449.0,0.882,-2.7510000000000003,0.05499999999999999,-0.16,0.04150390625
462.0,0.882,-2.7510000000000003,0.05499999999999999,-0.20625000000000002,0.04150390625
456.0,0.882,-2.7510000000000003,0.05499999999999999,-0.2525,0.0408935546875
467.0,0.882,-2.7510000000000003,0.05499999999999999,-0.29875,0.04180908203125
512.0,0.882,-2.7510000000000003,0.05499999999999999,-0.345,0.04119873046875
436.0,0.882,-2.7510000000000003,0.05499999999999999,-0.39125000000000004,0.04241943359375
467.0,0.882,-2.7510000000000003,0.05499999999999999,-0.4375,0.0408935546875
420.0,0.882,-2.7510000000000003,0.05499999999999999,-0.48375,0.04241943359375
449.0,0.882,-2.7510000000000003,0.05499999999999999,-0.53,0.04058837890625
454.0,0.882,-2.7510000000000003,0.05499999999999999,-0.57625,0.04150390625
442.0,0.882,-2.7510000000000003,0.05499999999999999,-0.6225,0.04119873046875
422.0,0.882,-2.7510000000000003,0.05499999999999999,-0.66875,0.04150390625
464.0,0.882,-2.7510000000000003,0.05499999999999999,-0.715,0.0408935546875
509.0,0.882,-2.7510000000000003,0.05499999999999999,-0.7612500000000001,0.0408935546875
433.0,0.882,-2.7510000000000003,0.05499999999999999,-0.8075000000000001,0.04241943359375
413.0,0.882,-2.7510000000000003,0.05499999999999999,-0.8537499999999999,0.04180908203125
498.0,0.882,-2.7510000000000003,0.007499999999999979,0.025,0.040283203125
412.0,0.882,-2.7510000000000003,0.007499999999999979,-0.021249999999999998,0.03936767578125
459.0,0.882,-2.7510000000000003,0.007499999999999979,-0.0675,0.0396728515625
437.0,0.882,-2.7510000000000003,0.007499999999999979,-0.11375000000000002,0.0408935546875
450.0,0.882,-2.7510000000000003,0.007499999999999979,-0.16,0.03997802734375
475.0,0.882,-2.7510000000000003,0.007499999999999979,-0.20625000000000002,0.0396728515625
402.0,0.882,-2.7510000000000003,0.007499999999999979,-0.2525,0.03814697265625
438.0,0.882,-2.7510000000000003,0.007499999999999979,-0.29875,0.03936767578125
418.0,0.882,-2.7510000000000003,0.007499999999999979,-0.345,0.03814697265625
462.0,0.882,-2.7510000000000003,0.007499999999999979,-0.39125000000000004,0.03936767578125
478.0,0.882,-2.7510000000000003,0.007499999999999979,-0.4375,0.03875732421875
482.0,0.882,-2.7510000000000003,0.007499999999999979,-0.48375,0.0384521484375
462.0,0.882,-2.7510000000000003,0.007499999999999979,-0.53,0.03997802734375
482.0,0.882,-2.7510000000000003,0.007499999999999979,-0.57625,0.040283203125
447.0,0.882,-2.7510000000000003,0.007499999999999979,-0.6225,0.0384521484375
453.0,0.882,-2.7510000000000003,0.007499999999999979,-0.66875,0.03997802734375
465.0,0.882,-2.7510000000000003,0.007499999999999979,-0.715,0.0390625
513.0,0.882,-2.7510000000000003,0.007499999999999979,-0.7612500000000001,0.04058837890625
497.0,0.882,-2.7510000000000003,0.007499999999999979,-0.8075000000000001,0.0396728515625
467.0,0.882,-2.7510000000000003,0.007499999999999979,-0.8537499999999999,0.03997802734375
420.0,0.882,-2.7510000000000003,-0.04000000000000001,0.025,0.04058837890625
473.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.021249999999999998,0.03936767578125
457.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.0675,0.037841796875
486.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.11375000000000002,0.03936767578125
497.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.16,0.03875732421875
503.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.20625000000000002,0.03875732421875
475.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.2525,0.0384521484375
517.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.29875,0.0396728515625
478.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.345,0.0384521484375
475.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.39125000000000004,0.0384521484375
525.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.4375,0.0390625
495.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.48375,0.0390625
479.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.53,0.0390625
469.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.57625,0.03997802734375
483.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.6225,0.04058837890625
521.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.66875,0.03997802734375
498.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.715,0.03875732421875
471.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.7612500000000001,0.0384521484375
488.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.8075000000000001,0.03936767578125
514.0,0.882,-2.7510000000000003,-0.04000000000000001,-0.8537499999999999,0.037841796875
488.0,0.882,-2.7510000000000003,-0.0875,0.025,0.03875732421875
443.0,0.882,-2.7510000000000003,-0.0875,-0.021249999999999998,0.04058837890625
515.0,0.882,-2.7510000000000003,-0.0875,-0.0675,0.03814697265625
505.0,0.882,-2.7510000000000003,-0.0875,-0.11375000000000002,0.03753662109375
459.0,0.882,-2.7510000000000003,-0.0875,-0.16,0.03936767578125
497.0,0.882,-2.7510000000000003,-0.0875,-0.20625000000000002,0.0384521484375
510.0,0.882,-2.7510000000000003,-0.0875,-0.2525,0.03875732421875
517.0,0.882,-2.7510000000000003,-0.0875,-0.29875,0.0390625
504.0,0.882,-2.7510000000000003,-0.0875,-0.345,0.0384521484375
472.0,0.882,-2.7510000000000003,-0.0875,-0.39125000000000004,0.03936767578125
485.0,0.882,-2.7510000000000003,-0.0875,-0.4375,0.03997802734375
510.0,0.882,-2.7510000000000003,-0.0875,-0.48375,0.03753662109375
500.0,0.882,-2.7510000000000003,-0.0875,-0.53,0.037841796875
484.0,0.882,-2.7510000000000003,-0.0875,-0.57625,0.03936767578125
529.0,0.882,-2.7510000000000003,-0.0875,-0.6225,0.03875732421875
460.0,0.882,-2.7510000000000003,-0.0875,-0.66875,0.0396728515625
458.0,0.882,-2.7510000000000003,-0.0875,-0.715,0.03936767578125
559.0,0.882,-2.7510000000000003,-0.0875,-0.7612500000000001,0.03936767578125
488.0,0.882,-2.7510000000000003,-0.0875,-0.8075000000000001,0.03936767578125
520.0,0.882,-2.7510000000000003,-0.0875,-0.8537499999999999,0.0390625
469.0,0.882,-2.7510000000000003,-0.13500000000000004,0.025,0.0390625
499.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.021249999999999998,0.03936767578125
495.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.0675,0.0390625
473.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.11375000000000002,0.03814697265625
501.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.16,0.03875732421875
494.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.20625000000000002,0.0384521484375
508.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.2525,0.03875732421875
459.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.29875,0.03936767578125
442.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.345,0.0390625
477.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.39125000000000004,0.0390625
496.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.4375,0.03875732421875
458.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.48375,0.0390625
474.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.53,0.0396728515625
480.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.57625,0.0390625
498.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.6225,0.03875732421875
472.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.66875,0.03814697265625
450.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.715,0.0384521484375
493.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.7612500000000001,0.03875732421875
452.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.8075000000000001,0.0390625
465.0,0.882,-2.7510000000000003,-0.13500000000000004,-0.8537499999999999,0.03936767578125
438.0,0.882,-2.7510000000000003,-0.18250000000000002,0.025,0.0396728515625
435.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.021249999999999998,0.0390625
492.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.0675,0.03936767578125
447.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.11375000000000002,0.0384521484375
409.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.16,0.0390625
510.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.20625000000000002,0.03875732421875
463.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.2525,0.0390625
511.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.29875,0.03875732421875
498.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.345,0.03936767578125
444.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.39125000000000004,0.0384521484375
482.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.4375,0.03997802734375
482.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.48375,0.03936767578125
530.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.53,0.0384521484375
483.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.57625,0.03936767578125
468.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.6225,0.0384521484375
476.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.66875,0.03814697265625
514.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.715,0.03875732421875
570.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.7612500000000001,0.03875732421875
474.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.8075000000000001,0.0384521484375
482.0,0.882,-2.7510000000000003,-0.18250000000000002,-0.8537499999999999,0.0390625
470.0,0.882,-2.7510000000000003,-0.23,0.025,0.0396728515625
439.0,0.882,-2.7510000000000003,-0.23,-0.021249999999999998,0.0390625
459.0,0.882,-2.7510000000000003,-0.23,-0.0675,0.0384521484375
521.0,0.882,-2.7510000000000003,-0.23,-0.11375000000000002,0.03936767578125
